2.603346,1.184178
2.524606,1.168369
2.445559,1.168369
2.366818,1.152621
2.287771,1.152621
2.287771,1.136811
2.209031,1.136811
2.051243,1.121001
2.051243,1.121001
1.893455,1.105253
1.893455,1.089444
1.735667,1.089444
1.656619,1.073634
1.577879,1.057886
1.498831,1.057886
1.341043,1.042077
1.341043,1.026267
1.183255,1.010519
1.104515,1.010519
1.025468,0.9947097
0.8676797,0.9789001
0.7889395,0.9630906
0.7098918,0.9473425
0.5521039,0.931533
0.4733637,0.9157234
0.394316,0.8841658
0.394316,0.8683563
0.2365281,0.8367987
0.2365281,0.8209891
0.1577879,0.7894316
0.07874016,0.7420645
0,0.6946974
0,0.6473302
-0.07874016,0.5999631
-0.07874016,0.5367864
-0.1577879,0.4736713
-0.1577879,0.4104946
-0.2365281,0.3157603
-0.2365281,0.2368356
-0.3155758,0.1421014
-0.3155758,0.06311516
-0.394316,-0.04736713
-0.4733637,-0.1421014
-0.4733637,-0.2368356
-0.5521039,-0.3473179
-0.5521039,-0.4578617
-0.6311516,-0.5684055
-0.7098918,-0.6788878
-0.7889395,-0.7894316
-0.8676797,-0.8841658
-0.9467274,-0.9789001
-1.104515,-1.042077
-1.262303,-1.057886
-1.420091,-1.089444
-1.577879,-1.121001
-1.735667,-1.136811
-1.893455,-1.152621
-2.051243,-1.168369
-2.209031,-1.184178
-2.366818,-1.199988
-2.445559,-1.199988
-2.524606,-1.215736
-2.682394,-1.231545
-2.761134,-1.231545
-2.840182,-1.231545
-2.918922,-1.247355
-2.99797,-1.263103
-3.07671,-1.263103
-3.155758,-1.278912
-3.234498,-1.294722
-3.234498,-1.278912
-3.392286,-1.294722
-3.392286,-1.294722
-3.471334,-1.31047
-3.550074,-1.31047
-3.629122,-1.32628
-3.629122,-1.32628
-3.707862,-1.342089
-3.78691,-1.32628
-3.86565,-1.342089
-3.944697,-1.357837
-4.023438,-1.357837
-4.102485,-1.357837
-4.181225,-1.373647
-4.181225,-1.373647
-4.260273,-1.389456
-4.260273,-1.389456
-4.418061,-1.405204
-4.418061,-1.405204
-4.575849,-1.421014
-4.575849,-1.405204
-4.654589,-1.421014
-4.654589,-1.421014
-4.733637,-1.436823
-4.812377,-1.436823
-4.891425,-1.452571
-4.812377,-1.452571
-4.970165,-1.452571
-5.049212,-1.452571
-5.049212,-1.468381
-5.127953,-1.468381
-5.127953,-1.468381
-5.207,-1.48419
-5.207,-1.48419
-5.207,-1.48419
-5.28574,-1.48419
-5.364788,-1.499938
-5.443528,-1.499938
-5.443528,-1.499938
-5.443528,-1.499938
-5.443528,-1.499938
-5.443528,-1.499938
-5.443528,-1.499938
-5.522576,-1.515748
-5.522576,-1.499938
-5.522576,-1.515748
-5.522576,-1.499938
-5.601316,-1.499938
-5.601316,-1.499938
-5.601316,-1.499938
-5.601316,-1.515748
-5.601316,-1.515748
-5.601316,-1.515748
-5.601316,-1.515748
-5.601316,-1.515748
-5.601316,-1.515748
-5.601316,-1.515748
-5.601316,-1.515748
-5.601316,-1.515748
-5.680365,-1.515748
-5.601316,-1.515748
-5.601316,-1.515748
-5.601316,-1.515748
-5.601316,-1.515748
-5.601316,-1.515748
-5.680365,-1.515748
-5.680365,-1.515748
-5.680365,-1.515748
-5.680365,-1.499938
-5.680365,-1.515748
-5.601316,-1.515748
-5.601316,-1.515748
-5.680365,-1.515748
-5.601316,-1.515748
-5.680365,-1.515748
-5.680365,-1.515748
-5.601316,-1.515748
-5.680365,-1.515748
-5.680365,-1.499938
-5.601316,-1.515748
-5.601316,-1.499938
-5.601316,-1.499938
-5.601316,-1.499938
-5.522576,-1.499938
-5.522576,-1.499938
-5.522576,-1.499938
-5.443528,-1.48419
-5.443528,-1.48419
-5.364788,-1.48419
-5.28574,-1.468381
-5.28574,-1.468381
-5.207,-1.468381
-5.207,-1.452571
-5.127953,-1.452571
-5.049212,-1.436823
-4.970165,-1.452571
-4.970165,-1.436823
-4.891425,-1.436823
-4.812377,-1.421014
-4.733637,-1.421014
-4.733637,-1.405204
-4.654589,-1.405204
-4.575849,-1.405204
-4.496801,-1.389456
-4.496801,-1.373647
-4.418061,-1.373647
-4.260273,-1.357837
-4.260273,-1.357837
-4.181225,-1.357837
